252, 252, Treecko, 10, NULL, .5, 5.0, 11, 02
253, 253, Grovyle, 10, NULL, .9, 21.6, 11, 02
254, 254, Sceptile, 10, NULL, 1.7, 52.2, 11, 02
255, 255, Torchic, 07, NULL, .4, 2.5, 05, NULL
256, 256, Combusken, 07, 06, .9, 19.5, 05, NULL
257, 257, Blaziken, 07, 06, 1.9, 52.0, 05, NULL
258, 258, Mudkip, 18, NULL, .4, 7.6, 11, 13
259, 259, Marshtomp, 18, 11, .7, 28.0, 11, 13
260, 260, Swampert, 18, 11, 1.5, 81.9, 11, 13
261, 261, Poochyena, 02, NULL, .5, 13.6, 05, NULL
262, 262, Mightyea, 02, NULL, 1.0, 37.0, 05, NULL
263, 263, Zigzagoon, 13, NULL, .4, 17.5, 05, NULL
264, 264, Linoone, 13, NULL, .5, 32.5, 05, NULL
265, 265, Wurmple, 01, NULL, .3, 3.6, 01, NULL
266, 266, Silcoon, 01, NULL, .6, 10.0, 01, NULL
267, 267, Beautifly, 01, 08, 1.0, 28.4, 01, NULL
268, 268, Cascoon, 01, NULL, .7, 11.5, 01, NULL
269, 269, Dustox, 01, 14, 1.2, 31.6, 01, NULL
270, 270, Lotad, 18, 10, .5, 2.6, 13, 07
271, 271, Lombre, 18, 10, 1.2, 32.5, 13, 07
272, 272, Ludicolo, 18, 10, 1.5, 55.0, 13, 07
273, 273, Seedot, 10, NULL, .5, 4.0, 05, 07
274, 274, Nuzleaf, 10, 02, 1.0, 28.0, 05, 07
275, 275, Shiftry, 10, 02, 1.3, 59.6, 05, 07
276, 276, Taillow, 13, 08, .3, 2.3, 06, NULL
277, 277, Swellow, 13, 08, .7, 19.8, 06, NULL
278, 278, Wingull, 18, 08, .6, 9.5, 13, 06
279, 279, Pelipper, 18, 08, 1.2, 28.0, 13, 06
280, 280, Ralts, 15, 05, .4, 6.9, 09, NULL
281, 281, Kirlia, 15, 05, .8, 20.2, 09, NULL
282, 282, Gardevoir, 15, 05, 1.6, 48.4, 09, NULL
283, 283, Surskit, 01, 18, .5, 1.7, 13, 01
284, 284, Masquerain, 01, 08, .8, 3.6, 13, 01
285, 285, Shroomish, 10, NULL, .4, 4.5, 04, 07
286, 286, Breloom, 10, 06, 1.2, 39.2, 04, 07
287, 287, Slakoth, 13, NULL, .8, 24.0, 05, NULL
288, 288, Vigoroth, 13, NULL, 1.4, 46.5, 05, NULL
289, 289, Slaking, 13, NULL, 2.0, 130.5, 05, NULL
290, 290, Nincada, 01, 11, .5, 5.5, 01, NULL
291, 291, Ninjask, 01, 08, .8, 12.0, 01, NULL
292, 292, Shedinja, 01, 09, .8, 1.2, 10, NULL
293, 293, Whismur, 13, NULL, .6, 16.3, 11, 05
294, 294, Loudred, 13, NULL, 1.0, 40.5, 11, 05
295, 295, Exploud, 13, NULL, 1.5, 84.0, 11, 05
296, 296, Makuhita, 06, NULL, 1.0, 86.4, 08, NULL
297, 297, Hariyama, 06, NULL, 2.3, 253.8, 08, NULL
298, 298, Azurill, 13, 05, .2, 2.0, 16, NULL
299, 299, Nosepass, 16, NULL, 1.0, 97.9, 10, NULL
300, 300, Skitty, 13, NULL, .6, 11.0, 05, 04
301, 301, Delcatty, 13, NULL, 1.1, 32.6, 05, 04
302, 302, Sableye, 02, 09, .5, 11.0, 08, NULL
303, 303, Mawile, 17, 05, .6, 11.5, 05, 04
304, 304, Aron, 17, 16, .4, 60.0, 11, NULL
305, 305, Lairon, 17, 16, .9,	120.0, 11, NULL
306, 306, Aggron, 17, 16, 2.1, 360.0, 11, NULL
307, 307, Meditite, 06, 15, .6, 11.2, 08, NULL
308, 308, Medicham, 06, 15, 1.3, 31.5, 08, NULL
309, 309, Electrike, 04ity, NULL, .6, 15.2, 05, NULL
310, 310, Manectric, 04ity, NULL, 1.5, 40.2, 05, NULL
