1, 1, Bulbasaur, 10, 14, .7, 6.9, 11, 07
2, 2, Ivysaur, 10, 14, 1.0, 13.0, 11, 07
3, 3, Venusaur, 10, 14, 2.0, 100.0, 11, 07
4, 4, Charmander, 07, NULL, .6, 8.5, 11, 03
5, 5, Charmeleon, 07, NULL, 1.1, 19.0, 11, 03
6, 6, Charizard, 07, 08, 1.7, 90.5, 11, 03
7, 7, Squirtle, 18, NULL, .5, 9.0, 11, 13
8, 8, Wartortle, 18, NULL, 1.0, 22.5, 11, 13
9, 9, Blastoise, 18, NULL, 1.6, 85.5, 11, 13
10, 10, Caterpie, 01, NULL, .3, 2.9, 01, NULL
11, 11, Metapod, 01, NULL, .7, 9.9, 01, NULL
12, 12, Butterfree, 01, 08, 1.1, 32, 01, NULL
13, 13, Weedle, 01, 14, .3, 3.2, 01, NULL
14, 14, Kakuna, 01, 14, .6, 10.0, 01, NULL
15, 15, Beedrill, 01, 14, 1.0, 29.5, 01, NULL
16, 16, Pidgey, 13, 08, .3, 1.8, 06, NULL
17, 17, Pidgeotto, 13, 08, 1.1, 30.0, 06, NULL
18, 18, Pidgeot, 13, 08, 1.5, 39.5, 06, NULL
19, 19, Rattata, 13, NULL, .3, 3.5, 05, NULL
20, 20, Raticate, 13, NULL, .7, 18.5, 05, NULL
21, 21, Spearow, 13, 08, .3, 2.0, 06, NULL
22, 22, Fearow, 13, 08, 1.2, 38.0, 06, NULL
23, 23, Ekans, 14, NULL, 2.0, 6.9, 05, 03
24, 24, Arbok, 14, NULL, 3.5, 65.0, 05, 03
25, 25, Pikachu, 04, NULL, .4, 6.0, 05, 04
26, 26, Raichu, 04, NULL, .8, 30.0, 05, 04
27, 27, Sandshrew, 11, NULL, .6, 12.0, 05, NULL
28, 28, Sandslash, 11, NULL, 1.0, 29.5, 05, NULL
29, 29, Nidoran (Female), 14, NULL, .4, 7.0, 11, 05
30, 30, Nidorina, 14, NULL, .8, 20.0, 16, NULL
31, 31, Nidoqueen, 14, 11, 1.3, 60.0, 16, NULL
32, 32, Nidoran (Male), 14, NULL, .5, 9.0, 11, 05
33, 33, Nidorino, 14, NULL, .9, 19.5, 11, 05
34, 34, Nidoking, 14, 11, 1.4, 62.0, 11, 05
35, 35, Clefairy, 13, NULL, .6, 7.5, 04, NULL
36, 36, Clefable, 13, NULL, 1.3, 40.0, 04, NULL
37, 37, Vulpix, 07, NULL, .6, 9.9, 05, NULL
38, 38, Ninetales, 07, NULL, 1.1, 19.9, 05, NULL
39, 39, Jigglypuff, 13, NULL, .5, 5.5, 04, NULL
40, 40, Wigglytuff, 13, NULL, 1.0, 12.0, 04, NULL
41, 41, Zubat, 14, 08, .8, 7.5, 06, NULL
42, 42, Golbat, 14, 08, 1.6, 55.0, 06, NULL
