252, 40, 45, 35, 65, 55, 70
253, 50, 65, 45, 85, 65, 95
254, 70, 85, 65, 105, 85, 120
255, 45, 60, 40, 70, 50, 45
256, 60, 85, 60, 85, 60, 55
257, 80, 160, 80, 130, 80, 100
258, 50, 70, 50, 50, 50, 40
259, 70, 85, 70, 60, 70, 50
260, 100, 110, 90, 85, 90, 60
261, 35, 55, 35, 30, 30, 35
262, 70, 90, 70, 60, 60, 70
263, 38, 30, 41, 30, 41, 60
264, 78, 70, 61, 50, 61, 100
265, 45, 45, 35, 20, 30, 20
266, 50, 35, 55, 25, 25, 15
267, 60, 70, 50, 90, 50, 65
268, 50, 35, 55, 25, 25, 15
269, 60, 50, 70, 50, 90, 65
270, 40, 30, 30, 40, 50, 30
271, 60, 50, 50, 60, 70, 59
272, 80, 70, 70, 90, 100, 70
273, 40, 40, 50, 30, 30, 30
274, 70, 70, 40, 60, 40, 60
275, 90, 100, 60, 90, 60, 80
276, 40, 55, 30, 30, 30, 85
277, 60, 85, 60, 50, 50, 125
278, 40, 30, 30, 55, 30, 85
279, 60, 50, 100, 85, 70, 65
280, 28, 25, 25, 45, 35, 40
281, 38, 35, 35, 65, 55, 50
282, 68, 85, 65, 165, 135, 100
283, 40, 30, 32, 50, 52, 65
284, 70, 60, 62, 80, 82, 60
285, 60, 40, 60, 40, 60, 35
286, 60, 130, 80, 60, 60, 70
287, 60, 60, 60, 35, 35, 30
288, 80, 80, 80, 55, 55, 90
289, 150, 160, 100, 95, 65, 100
290, 31, 45, 90, 30, 30, 40
291, 61, 90, 45, 50, 50, 160
292, 1, 90, 45, 30, 30, 40
293, 64, 51, 23, 51, 23, 28
294, 84, 71, 43, 71, 43, 48
295, 104, 91, 63, 91, 73, 68
296, 72, 60, 30, 20, 30, 25
297, 144, 120, 60, 40, 60, 50
298, 50, 20, 40, 20, 40, 20
299, 30, 45, 135, 45, 90, 30
300, 50, 45, 45, 35, 35, 50
301, 70, 65, 65, 55, 55, 70
302, 50, 75, 75, 65, 65, 50
303, 50, 105, 125, 55, 95, 50
304, 50, 70, 100, 40, 40, 30
305, 60, 90, 140, 50, 50, 40
306, 70, 140, 230, 60, 80, 50
307, 30, 40, 55, 40, 55, 60
308, 60, 100, 85, 80, 85, 100
309, 40, 45, 40, 65, 40, 65
310, 70, 75, 80, 135, 80, 135
311, 60, 50, 40, 85, 75, 95
312, 60, 40, 50, 75, 85, 95
313, 65, 73, 55, 47, 75, 85
314, 65, 47, 55, 73, 75, 85
315, 50, 60, 45, 100, 80, 65
316, 70, 43, 53, 43, 53, 40
317, 100, 73, 83, 73, 83, 55
318, 45, 90, 20, 65, 20, 65
319, 70, 120, 40, 95, 40, 95
320, 130, 70, 35, 70, 35, 60
321, 170, 90, 45, 90, 45, 60
322, 60, 60, 40, 65, 45, 35
323, 70, 100, 70, 105, 75, 40
324, 70, 85, 140, 85, 70, 20
325, 60, 25, 35, 70, 80, 60
326, 80, 45, 65, 90, 110, 80
327, 60, 60, 60, 60, 60, 60
328, 45, 100, 45, 45, 45, 10
329, 50, 70, 50, 50, 50, 70
330, 80, 100, 80, 80, 80, 100
331, 50, 85, 40, 85, 40, 35
332, 70, 115, 60, 115, 60, 55
333, 45, 40, 60, 40, 75, 50
334, 75, 70, 90, 70, 105, 80
335, 73, 115, 60, 60, 60, 90
336, 73, 100, 60, 100, 60, 65
337, 70, 55, 65, 95, 85, 70
338, 70, 95, 85, 55, 65, 70
339, 50, 48, 43, 46, 41, 60
340, 110, 78, 73, 76, 71, 60
341, 43, 80, 65, 50, 35, 35
342, 63, 120, 85, 90, 55, 55
343, 40, 40, 55, 40, 70, 55
344, 60, 70, 105, 70, 120, 75
345, 66, 41, 77, 61, 87, 23
346, 86, 81, 97, 81, 107, 43
347, 45, 95, 50, 40, 50, 75
348, 75, 125, 100, 70, 80, 45
349, 200, 15, 20, 10, 55, 80
350, 95, 60, 79, 100, 125, 81
351, 70, 70, 70, 70, 70, 70
352, 60, 90, 70, 60, 120, 40
353, 44, 75, 35, 63, 33, 45
354, 64, 165, 75, 93, 83, 75
355, 20, 40, 90, 30, 90, 25
356, 40, 70, 130, 60, 130, 25
357, 99, 68, 83, 72, 87, 51
358, 65, 50, 70, 95, 80, 65
359, 65, 150, 60, 115, 60, 115
360, 95, 23, 48, 23, 48, 23
361, 50, 50, 50, 50, 50, 50
362, 80, 80, 80, 80, 80, 80
363, 70, 40, 50, 55, 50, 25
364, 90, 60, 70, 75, 70, 45
365, 110, 80, 90, 95, 90, 65
366, 35, 64, 85, 74, 55, 32
367, 55, 104, 105, 94, 75, 52
368, 55, 84, 105, 114, 75, 52
369, 100, 90, 130, 45, 65, 55
370, 43, 30, 55, 40, 65, 97
371, 45, 75, 60, 40, 30, 50
372, 65, 95, 100, 60, 50, 50
373, 95, 135, 80, 110, 80, 100
374, 40, 55, 80, 35, 60, 30
375, 60, 75, 100, 55, 80, 50
376, 80, 135, 130, 95, 90, 70
377, 80, 100, 200, 50, 100, 50
378, 80, 50, 100, 100, 200, 50
379, 80, 75, 150, 75, 150, 50
380, 80, 80, 90, 110, 130, 110
381, 80, 90, 80, 130, 110, 110 
382, 100, 100, 90, 150, 140, 90
383, 100, 150, 140, 100, 90, 90
384, 105, 150, 90, 150, 90, 95
385, 100, 100, 100, 100, 100, 100
386, 50, 150, 50, 150, 50, 150
